algo,cost,time_to_best,instance_name
lns,734.184651133327,1.254049582988955,A-n38-k5
best,734.184651133327,0.9597233750100712,A-n38-k5
cw,1199.9759634376965,0.0006869999924674,A-n45-k7
ls,1190.9931647248638,0.0050239590054843,A-n45-k7
tabu,1190.9931647248638,0.0101123329950496,A-n45-k7
alns,1146.771784604632,7.141903000010643,A-n45-k7
lns,1146.9089683647403,8.0911240419955,A-n45-k7
best,1146.771784604632,7.141903000010643,A-n45-k7
cw,1102.225752384373,0.0012477499840315,A-n61-k9
ls,1091.5721656965748,0.0065859580063261,A-n61-k9
tabu,1091.5721656965748,0.0122672089783009,A-n61-k9
alns,1040.3087954394043,10.35354300000472,A-n61-k9
lns,1040.3087954394043,75.54035579200718,A-n61-k9
best,1040.3087954394043,10.35354300000472,A-n61-k9
cw,1099.8395308645834,0.0010149590088985,A-n55-k9
ls,1085.061276177869,0.0069392920122481,A-n55-k9
tabu,1098.4120140710816,0.0076547089847736,A-n55-k9
alns,1074.4636399998485,3.8087189579964615,A-n55-k9
lns,1074.4636399998485,1.4616594160033856,A-n55-k9
best,1074.4636399998485,3.8087189579964615,A-n55-k9
cw,1006.4505685762228,0.0007633329951204,A-n45-k6
ls,965.1527783484484,0.0082367919967509,A-n45-k6
tabu,988.6189203877816,0.027612959005637,A-n45-k6
alns,944.8763669421224,0.0953181670047342,A-n45-k6
lns,961.7793761436018,3.81298595800763,A-n45-k6
best,944.8763669421224,0.0953181670047342,A-n45-k6
cw,1860.9424980238068,0.0022013749985489,A-n80-k10
ls,1851.3555908098735,0.0194208339962642,A-n80-k10
tabu,1846.130798596247,0.0238868329906836,A-n80-k10
alns,1782.8725764666613,6.626333666994469,A-n80-k10
lns,1766.4999433704204,141.27727983301156,A-n80-k10
best,1766.4999433704204,141.27727983301156,A-n80-k10
cw,1239.4202821373262,0.0014137919934,A-n65-k9
ls,1234.5895555647562,0.0076698329939972,A-n65-k9
tabu,1234.589555564756,0.0140922919963486,A-n65-k9
alns,1190.7872623089054,36.80798616600805,A-n65-k9
lns,1190.5191172887012,6.374374667007942,A-n65-k9
best,1190.5191172887012,6.374374667007942,A-n65-k9
cw,939.7435418657792,0.0007220830011647,A-n46-k7
ls,923.9550603541088,0.0080726250016596,A-n46-k7
tabu,923.9550603541088,0.0152207080100197,A-n46-k7
alns,917.72441530634,2.633308374992339,A-n46-k7
lns,917.72441530634,19.983792082988657,A-n46-k7
best,917.72441530634,2.633308374992339,A-n46-k7
cw,976.606366025666,0.0005063749849796,A-n37-k6
ls,976.606366025666,0.0036739589995704,A-n37-k6
tabu,976.606366025666,0.0017274160054512,A-n37-k6
alns,950.8522616698116,0.8941496249753982,A-n37-k6
lns,950.8522616698116,10.546605917013949,A-n37-k6
best,950.8522616698116,0.8941496249753982,A-n37-k6
cw,1352.8113271760064,0.0013247500173747,A-n62-k8
ls,1347.7057427961722,0.0028575000178534,A-n62-k8
tabu,1351.986349696872,0.0074025839858222,A-n62-k8
alns,1307.0453079590725,3.697437082999386,A-n62-k8
lns,1313.0478707951136,0.2323544579849112,A-n62-k8
best,1307.0453079590725,3.697437082999386,A-n62-k8
cw,776.2559893244659,0.0004732919915113,A-n33-k6
ls,776.017818011312,0.0007586670108139,A-n33-k6
tabu,776.0178180113121,0.0040752089989837,A-n33-k6
alns,742.6932623609395,3.2737303329922725,A-n33-k6
lns,742.6932623609396,24.699351541989017,A-n33-k6
best,742.6932623609395,3.2737303329922725,A-n33-k6
cw,1099.4543362487957,0.0009233750170096,A-n53-k7
ls,1082.7237075658322,0.0039026669983286,A-n53-k7
tabu,1091.050598488927,0.008021749992622,A-n53-k7
alns,1020.152280622982,5.138624750019517,A-n53-k7
lns,1020.152280622982,18.015934333001496,A-n53-k7
best,1020.152280622982,5.138624750019517,A-n53-k7
cw,1352.4806713049695,0.0013289169874042,A-n63-k10
ls,1342.5746148858336,0.0019069999980274,A-n63-k10
tabu,1343.592374507468,0.0095587089890614,A-n63-k10
alns,1322.917159569989,11.56239025000832,A-n63-k10
lns,1322.120954216197,0.2175288749858737,A-n63-k10
best,1322.120954216197,0.2175288749858737,A-n63-k10
cw,1687.9633015172544,0.0014998340047895,A-n63-k9
ls,1647.045709202799,0.0237579169915989,A-n63-k9
tabu,1663.0982436695897,0.0170787500101141,A-n63-k9
alns,1637.9223037363854,49.342450791999,A-n63-k9
lns,1635.0229961909747,63.5049606669927,A-n63-k9
best,1635.0229961909747,63.5049606669927,A-n63-k9
cw,1112.8222669377487,0.0007579580124001,A-n48-k7
ls,1103.1826152441315,0.0023212500091176,A-n48-k7
tabu,1103.1826152441315,0.0092397500120569,A-n48-k7
alns,1074.337824689917,4.758101666986477,A-n48-k7
lns,1074.337824689917,3.0777049169992097,A-n48-k7
best,1074.337824689917,4.758101666986477,A-n48-k7
cw,863.0840750991198,0.0006104579952079,A-n39-k6
ls,856.9291421900346,0.0005440840031951,A-n39-k6
tabu,856.9291421900346,0.0031024159980006,A-n39-k6
alns,835.2517645944943,1.1311440419813152,A-n39-k6
lns,835.2517645944943,29.13600924998173,A-n39-k6
best,835.2517645944943,1.1311440419813152,A-n39-k6
cw,810.4113355896409,0.0004295830149203,A-n34-k5
ls,803.4192635767567,0.0061198339972179,A-n34-k5
tabu,803.4192635767567,0.0072267079958692,A-n34-k5
alns,780.9360751738253,13.184773082990432,A-n34-k5
lns,786.437001670363,1.2442334580118768,A-n34-k5
best,780.9360751738253,13.184773082990432,A-n34-k5
cw,1210.7793565078211,0.0015710000006947,A-n69-k9
ls,1182.6270446458868,0.0524675410124473,A-n69-k9
tabu,1197.5136419915189,0.0318552080134395,A-n69-k9
alns,1167.557852021261,94.03980320799748,A-n69-k9
lns,1170.0650504423315,43.60584399997606,A-n69-k9
best,1167.557852021261,94.03980320799748,A-n69-k9
