name,n,K,capacity,timelimit,objective,mip_gap,runtime,vehicles,term,primal,stated_cost,diff,diff_pct
R205,100,,1000,200.0,1016.1158053740589,0.14538985939904445,200.06022787094116,8,TIME_LIMIT,,,,
R206,100,,1000,200.0,941.5002451456354,0.20256059015033184,200.10119009017944,6,TIME_LIMIT,,,,
R207,100,,1000,200.0,848.3907324772131,0.19247114471013413,200.07464718818665,6,TIME_LIMIT,,,,
R208,100,,1000,200.0,743.7730595959827,0.13810483465675738,200.04957699775696,4,TIME_LIMIT,,,,
R209,100,,1000,200.0,926.0133657672958,0.18240221001915988,200.02437591552734,6,TIME_LIMIT,,,,
R210,100,,1000,200.0,938.0667821838881,0.1931087970523427,200.02559304237366,8,TIME_LIMIT,,,,
R211,100,,1000,200.0,804.0729394236596,0.20613996749911626,200.02743101119995,6,TIME_LIMIT,,,,
RC101,100,,200,200.0,1623.5848993067395,0.012150591480850176,200.02558493614197,15,TIME_LIMIT,,,,
RC102,100,,200,200.0,1495.6774587528232,0.31422130794366043,200.01193404197693,15,TIME_LIMIT,,,,
RC103,100,,200,200.0,1357.6516263839485,0.45710704421374204,200.02065587043762,13,TIME_LIMIT,,,,
RC104,100,,200,200.0,1229.277313988854,0.4662165093538784,200.04175209999084,12,TIME_LIMIT,,,,
RC105,100,,200,200.0,1570.5294350065933,0.22321405212654108,200.0106680393219,17,TIME_LIMIT,,,,
RC106,100,,200,200.0,1473.792949710516,0.35609203368356973,200.04214787483215,15,TIME_LIMIT,,,,
RC107,100,,200,200.0,1323.9515984410596,0.4801104236952368,200.0974578857422,14,TIME_LIMIT,,,,
RC108,100,,200,200.0,1178.2851065675839,0.48152426956986016,200.05731916427612,12,TIME_LIMIT,,,,
RC201,100,,1000,200.0,1265.5562783074101,0.0,67.28091597557068,9,OPTIMAL,,,,
RC202,100,,1000,200.0,1135.0774409936841,0.25703725876163797,200.02014780044556,9,TIME_LIMIT,,,,
RC203,100,,1000,200.0,1014.8052850819039,0.3217944053384732,200.1088330745697,7,TIME_LIMIT,,,,
RC204,100,,1000,200.0,854.6905523339954,0.2802022700535018,200.08366703987122,5,TIME_LIMIT,,,,
RC205,100,,1000,200.0,1190.2195440786363,0.16876304074963816,200.0284399986267,10,TIME_LIMIT,,,,
RC206,100,,1000,200.0,1140.2854086608056,0.21479206990220856,200.04928612709045,7,TIME_LIMIT,,,,
RC207,100,,1000,200.0,1056.0893562807794,0.3108022289968456,200.07724618911743,7,TIME_LIMIT,,,,
RC208,100,,1000,200.0,867.195606251743,0.308342064320018,200.060161113739,7,TIME_LIMIT,,,,
